date,side,signal_ts,failure_ts,reassert_ts,entry_ts,entry,stop,exit_ts,exit,reason,risk,net_points,netR,dollars
2008-01-02,-1,2008-01-02 10:00:00,2008-01-02 10:15:00,2008-01-02 10:35:00,2008-01-02 10:40:00,4729.25,4737.75,2008-01-02 12:00:00,4701.75,thesis_flip,8.5,26.75,3.1470588235294117,535.0
2008-01-11,-1,2008-01-11 10:05:00,2008-01-11 10:20:00,2008-01-11 11:00:00,2008-01-11 11:05:00,4571.0,4580.0,2008-01-11 11:30:00,4580.0,stop,9.0,-9.75,-1.0833333333333333,-195.0
2008-01-15,-1,2008-01-15 10:10:00,2008-01-15 10:35:00,2008-01-15 10:40:00,2008-01-15 10:45:00,4551.75,4567.5,2008-01-15 11:15:00,4559.0,thesis_flip,15.75,-8.0,-0.5079365079365079,-160.0
2008-01-22,1,2008-01-22 10:00:00,2008-01-22 10:25:00,2008-01-22 11:00:00,2008-01-22 11:05:00,4435.75,4416.25,2008-01-22 11:25:00,4439.25,thesis_flip,19.5,2.75,0.14102564102564102,55.0
2008-01-23,1,2008-01-23 09:55:00,2008-01-23 10:05:00,2008-01-23 10:15:00,2008-01-23 10:20:00,4397.5,4380.0,2008-01-23 10:35:00,4386.75,thesis_flip,17.5,-11.5,-0.6571428571428571,-230.0
2008-01-24,1,2008-01-24 09:45:00,2008-01-24 10:40:00,2008-01-24 11:25:00,2008-01-24 11:30:00,4449.75,4429.25,2008-01-24 12:30:00,4441.5,thesis_flip,20.5,-9.0,-0.43902439024390244,-180.0
2008-01-28,1,2008-01-28 10:25:00,2008-01-28 10:40:00,2008-01-28 10:45:00,2008-01-28 10:50:00,4435.5,4425.25,2008-01-28 11:20:00,4431.0,thesis_flip,10.25,-5.25,-0.5121951219512195,-105.0
2008-01-29,-1,2008-01-29 09:50:00,2008-01-29 10:30:00,2008-01-29 11:20:00,2008-01-29 11:25:00,4440.25,4445.5,2008-01-29 11:30:00,4445.5,stop,5.25,-6.0,-1.1428571428571428,-120.0
2008-01-31,1,2008-01-31 10:05:00,2008-01-31 10:30:00,2008-01-31 10:55:00,2008-01-31 11:00:00,4435.25,4425.25,2008-01-31 12:10:00,4455.75,thesis_flip,10.0,19.75,1.975,395.0
2008-02-04,-1,2008-02-04 10:05:00,2008-02-04 10:25:00,2008-02-04 10:30:00,2008-02-04 10:35:00,4476.75,4487.0,2008-02-04 10:55:00,4482.0,thesis_flip,10.25,-6.0,-0.5853658536585366,-120.0
2008-02-05,1,2008-02-05 09:55:00,2008-02-05 10:10:00,2008-02-05 10:25:00,2008-02-05 10:30:00,4448.25,4438.75,2008-02-05 10:45:00,4440.25,thesis_flip,9.5,-8.75,-0.9210526315789473,-175.0
2008-02-06,1,2008-02-06 10:00:00,2008-02-06 10:30:00,2008-02-06 11:00:00,2008-02-06 11:05:00,4428.75,4413.75,2008-02-06 11:35:00,4426.5,thesis_flip,15.0,-3.0,-0.2,-60.0
2008-02-12,1,2008-02-12 10:00:00,2008-02-12 10:15:00,2008-02-12 10:30:00,2008-02-12 10:35:00,4442.75,4437.75,2008-02-12 10:40:00,4437.75,stop,5.0,-5.75,-1.15,-115.0
2008-02-15,1,2008-02-15 09:45:00,2008-02-15 10:10:00,2008-02-15 10:30:00,2008-02-15 10:35:00,4419.75,4407.5,2008-02-15 10:55:00,4413.25,thesis_flip,12.25,-7.25,-0.5918367346938775,-145.0
2008-02-19,-1,2008-02-19 09:55:00,2008-02-19 10:20:00,2008-02-19 10:30:00,2008-02-19 10:35:00,4428.25,4435.0,2008-02-19 11:35:00,4425.5,thesis_flip,6.75,2.0,0.2962962962962963,40.0
2008-02-21,-1,2008-02-21 10:00:00,2008-02-21 10:45:00,2008-02-21 10:50:00,2008-02-21 10:55:00,4421.5,4439.0,2008-02-21 11:50:00,4422.0,thesis_flip,17.5,-1.25,-0.07142857142857142,-25.0
2008-02-27,1,2008-02-27 09:45:00,2008-02-27 10:20:00,2008-02-27 10:35:00,2008-02-27 10:40:00,4422.5,4413.5,2008-02-27 11:35:00,4429.5,thesis_flip,9.0,6.25,0.6944444444444444,125.0
2008-03-04,-1,2008-03-04 10:30:00,2008-03-04 10:50:00,2008-03-04 10:55:00,2008-03-04 11:00:00,4347.75,4354.0,2008-03-04 11:20:00,4349.0,thesis_flip,6.25,-2.0,-0.32,-40.0
2008-03-06,-1,2008-03-06 10:00:00,2008-03-06 10:25:00,2008-03-06 10:40:00,2008-03-06 10:45:00,4383.75,4390.0,2008-03-06 11:40:00,4381.25,thesis_flip,6.25,1.75,0.28,35.0
2008-03-11,-1,2008-03-11 10:00:00,2008-03-11 10:40:00,2008-03-11 11:10:00,2008-03-11 11:15:00,4334.0,4340.75,2008-03-11 11:30:00,4336.75,thesis_flip,6.75,-3.5,-0.5185185185185185,-70.0
2008-03-19,-1,2008-03-19 09:55:00,2008-03-19 10:20:00,2008-03-19 10:30:00,2008-03-19 10:35:00,4381.25,4398.5,2008-03-19 10:50:00,4386.75,thesis_flip,17.25,-6.25,-0.36231884057971014,-125.0
2008-03-20,1,2008-03-20 10:20:00,2008-03-20 10:45:00,2008-03-20 10:50:00,2008-03-20 10:55:00,4358.25,4352.0,2008-03-20 11:15:00,4356.0,thesis_flip,6.25,-3.0,-0.48,-60.0
2008-03-25,-1,2008-03-25 09:55:00,2008-03-25 10:20:00,2008-03-25 11:15:00,2008-03-25 11:20:00,4444.75,4450.25,2008-03-25 11:35:00,4450.25,stop,5.5,-6.25,-1.1363636363636365,-125.0
2008-03-26,-1,2008-03-26 09:50:00,2008-03-26 10:20:00,2008-03-26 10:30:00,2008-03-26 10:35:00,4434.75,4446.25,2008-03-26 11:00:00,4439.0,thesis_flip,11.5,-5.0,-0.43478260869565216,-100.0
2008-04-03,1,2008-04-03 10:10:00,2008-04-03 10:40:00,2008-04-03 11:05:00,2008-04-03 11:10:00,4475.0,4467.0,2008-04-03 12:25:00,4481.0,thesis_flip,8.0,5.25,0.65625,105.0
2008-04-08,1,2008-04-08 09:50:00,2008-04-08 10:25:00,2008-04-08 10:45:00,2008-04-08 10:50:00,4488.0,4474.5,2008-04-08 11:40:00,4485.75,thesis_flip,13.5,-3.0,-0.2222222222222222,-60.0
2008-04-09,-1,2008-04-09 09:55:00,2008-04-09 10:30:00,2008-04-09 11:20:00,2008-04-09 11:25:00,4459.0,4471.25,2008-04-09 12:30:00,4455.25,thesis_flip,12.25,3.0,0.24489795918367346,60.0
2008-04-11,-1,2008-04-11 10:05:00,2008-04-11 10:30:00,2008-04-11 11:00:00,2008-04-11 11:05:00,4453.25,4459.25,2008-04-11 11:40:00,4454.75,thesis_flip,6.0,-2.25,-0.375,-45.0
2008-04-14,1,2008-04-14 10:30:00,2008-04-14 10:50:00,2008-04-14 10:55:00,2008-04-14 11:00:00,4430.5,4426.0,2008-04-14 11:15:00,4426.75,thesis_flip,4.5,-4.5,-1.0,-90.0
2008-04-15,-1,2008-04-15 09:45:00,2008-04-15 10:30:00,2008-04-15 10:40:00,2008-04-15 10:45:00,4413.75,4427.5,2008-04-15 11:50:00,4412.5,thesis_flip,13.75,0.5,0.03636363636363636,10.0
2008-04-17,-1,2008-04-17 10:00:00,2008-04-17 10:25:00,2008-04-17 11:25:00,2008-04-17 11:30:00,4464.25,4476.5,2008-04-17 12:10:00,4465.25,thesis_flip,12.25,-1.75,-0.14285714285714285,-35.0
2008-04-22,-1,2008-04-22 10:25:00,2008-04-22 11:10:00,2008-04-22 11:30:00,2008-04-22 11:35:00,4522.0,4527.75,2008-04-22 13:05:00,4502.5,thesis_flip,5.75,18.75,3.260869565217391,375.0
2008-04-28,1,2008-04-28 10:10:00,2008-04-28 10:25:00,2008-04-28 10:30:00,2008-04-28 10:35:00,4558.0,4553.5,2008-04-28 10:50:00,4556.25,thesis_flip,4.5,-2.5,-0.5555555555555556,-50.0
2008-05-02,-1,2008-05-02 09:50:00,2008-05-02 10:05:00,2008-05-02 10:20:00,2008-05-02 10:25:00,4614.5,4625.0,2008-05-02 11:10:00,4610.0,thesis_flip,10.5,3.75,0.35714285714285715,75.0
2008-05-06,-1,2008-05-06 09:45:00,2008-05-06 10:25:00,2008-05-06 10:30:00,2008-05-06 10:35:00,4591.0,4594.75,2008-05-06 10:40:00,4594.75,stop,3.75,-4.5,-1.2,-90.0
2008-05-07,1,2008-05-07 09:45:00,2008-05-07 10:15:00,2008-05-07 10:25:00,2008-05-07 10:30:00,4621.25,4613.75,2008-05-07 11:00:00,4620.0,thesis_flip,7.5,-2.0,-0.26666666666666666,-40.0
2008-05-15,1,2008-05-15 09:45:00,2008-05-15 10:10:00,2008-05-15 10:15:00,2008-05-15 10:20:00,4629.75,4623.25,2008-05-15 11:20:00,4630.25,thesis_flip,6.5,-0.25,-0.038461538461538464,-5.0
2008-05-20,-1,2008-05-20 10:00:00,2008-05-20 10:20:00,2008-05-20 10:35:00,2008-05-20 10:40:00,4620.25,4629.5,2008-05-20 11:00:00,4627.25,thesis_flip,9.25,-7.75,-0.8378378378378378,-155.0
2008-05-21,-1,2008-05-21 10:05:00,2008-05-21 10:15:00,2008-05-21 10:50:00,2008-05-21 10:55:00,4620.25,4633.25,2008-05-21 11:55:00,4622.0,thesis_flip,13.0,-2.5,-0.19230769230769232,-50.0
2008-05-26,1,2008-05-26 09:45:00,2008-05-26 10:05:00,2008-05-26 11:00:00,2008-05-26 11:05:00,4591.0,4589.5,2008-05-26 11:20:00,4590.75,thesis_flip,1.5,-1.0,-0.6666666666666666,-20.0
2008-05-27,1,2008-05-27 09:45:00,2008-05-27 10:10:00,2008-05-27 10:45:00,2008-05-27 10:50:00,4606.0,4597.75,2008-05-27 11:10:00,4602.0,thesis_flip,8.25,-4.75,-0.5757575757575758,-95.0
2008-05-29,1,2008-05-29 09:45:00,2008-05-29 10:40:00,2008-05-29 10:45:00,2008-05-29 10:50:00,4642.0,4628.5,2008-05-29 11:05:00,4637.5,thesis_flip,13.5,-5.25,-0.3888888888888889,-105.0
2008-05-30,1,2008-05-30 09:50:00,2008-05-30 10:00:00,2008-05-30 10:20:00,2008-05-30 10:25:00,4661.75,4651.5,2008-05-30 13:15:00,4660.25,thesis_flip,10.25,-2.25,-0.21951219512195122,-45.0
2008-06-02,-1,2008-06-02 09:50:00,2008-06-02 10:20:00,2008-06-02 11:00:00,2008-06-02 11:05:00,4631.0,4649.0,2008-06-02 12:00:00,4632.25,thesis_flip,18.0,-2.0,-0.1111111111111111,-40.0
2008-06-04,1,2008-06-04 09:45:00,2008-06-04 10:15:00,2008-06-04 10:25:00,2008-06-04 10:30:00,4640.75,4626.75,2008-06-04 11:35:00,4655.5,thesis_flip,14.0,14.0,1.0,280.0
2008-06-06,-1,2008-06-06 10:05:00,2008-06-06 10:20:00,2008-06-06 10:40:00,2008-06-06 10:45:00,4648.5,4658.5,2008-06-06 12:40:00,4646.25,thesis_flip,10.0,1.5,0.15,30.0
2008-06-09,-1,2008-06-09 09:45:00,2008-06-09 10:20:00,2008-06-09 10:35:00,2008-06-09 10:40:00,4601.5,4617.25,2008-06-09 11:25:00,4602.25,thesis_flip,15.75,-1.5,-0.09523809523809523,-30.0
2008-06-16,1,2008-06-16 10:15:00,2008-06-16 10:30:00,2008-06-16 10:55:00,2008-06-16 11:00:00,4601.5,4582.25,2008-06-16 11:20:00,4597.75,thesis_flip,19.25,-4.5,-0.23376623376623376,-90.0
2008-06-20,-1,2008-06-20 09:45:00,2008-06-20 10:05:00,2008-06-20 10:30:00,2008-06-20 10:35:00,4560.25,4578.5,2008-06-20 10:55:00,4561.0,thesis_flip,18.25,-1.5,-0.0821917808219178,-30.0
2008-06-23,-1,2008-06-23 09:50:00,2008-06-23 10:45:00,2008-06-23 10:50:00,2008-06-23 10:55:00,4538.5,4555.25,2008-06-23 11:35:00,4539.5,thesis_flip,16.75,-1.75,-0.1044776119402985,-35.0
2008-06-26,-1,2008-06-26 10:10:00,2008-06-26 10:45:00,2008-06-26 10:55:00,2008-06-26 11:00:00,4496.0,4516.0,2008-06-26 11:35:00,4499.5,thesis_flip,20.0,-4.25,-0.2125,-85.0
2008-06-27,1,2008-06-27 10:30:00,2008-06-27 11:15:00,2008-06-27 11:25:00,2008-06-27 11:30:00,4469.5,4461.25,2008-06-27 12:35:00,4473.0,thesis_flip,8.25,2.75,0.3333333333333333,55.0
2008-07-02,-1,2008-07-02 09:50:00,2008-07-02 10:20:00,2008-07-02 11:00:00,2008-07-02 11:05:00,4477.75,4490.25,2008-07-02 11:20:00,4478.5,thesis_flip,12.5,-1.5,-0.12,-30.0
2008-07-07,1,2008-07-07 09:55:00,2008-07-07 10:25:00,2008-07-07 10:35:00,2008-07-07 10:40:00,4465.5,4456.0,2008-07-07 11:05:00,4456.0,stop,9.5,-10.25,-1.0789473684210527,-205.0
2008-07-09,-1,2008-07-09 09:50:00,2008-07-09 10:25:00,2008-07-09 10:35:00,2008-07-09 10:40:00,4478.75,4486.75,2008-07-09 10:55:00,4481.5,thesis_flip,8.0,-3.5,-0.4375,-70.0
2008-07-10,-1,2008-07-10 10:15:00,2008-07-10 11:00:00,2008-07-10 11:25:00,2008-07-10 11:30:00,4446.5,4460.0,2008-07-10 12:05:00,4457.5,thesis_flip,13.5,-11.75,-0.8703703703703703,-235.0
2008-07-11,1,2008-07-11 09:50:00,2008-07-11 10:30:00,2008-07-11 10:50:00,2008-07-11 10:55:00,4433.5,4424.0,2008-07-11 11:15:00,4424.0,stop,9.5,-10.25,-1.0789473684210527,-205.0
2008-07-14,-1,2008-07-14 09:55:00,2008-07-14 10:30:00,2008-07-14 11:05:00,2008-07-14 11:10:00,4427.5,4442.25,2008-07-14 12:20:00,4422.0,thesis_flip,14.75,4.75,0.3220338983050847,95.0
2008-07-17,-1,2008-07-17 09:55:00,2008-07-17 10:25:00,2008-07-17 11:00:00,2008-07-17 11:05:00,4452.75,4468.25,2008-07-17 11:25:00,4457.5,thesis_flip,15.5,-5.5,-0.3548387096774194,-110.0
2008-07-21,-1,2008-07-21 10:20:00,2008-07-21 10:35:00,2008-07-21 11:30:00,2008-07-21 11:35:00,4441.25,4447.75,2008-07-21 12:30:00,4432.25,thesis_flip,6.5,8.25,1.2692307692307692,165.0
2008-07-28,-1,2008-07-28 10:10:00,2008-07-28 10:20:00,2008-07-28 11:00:00,2008-07-28 11:05:00,4452.0,4462.25,2008-07-28 13:15:00,4434.75,thesis_flip,10.25,16.5,1.6097560975609757,330.0
2008-08-12,1,2008-08-12 10:00:00,2008-08-12 10:45:00,2008-08-12 11:05:00,2008-08-12 11:10:00,4566.5,4553.5,2008-08-12 12:00:00,4565.0,thesis_flip,13.0,-2.25,-0.17307692307692307,-45.0
2008-08-14,1,2008-08-14 09:55:00,2008-08-14 10:55:00,2008-08-14 11:15:00,2008-08-14 11:20:00,4578.25,4560.0,2008-08-14 12:30:00,4576.5,thesis_flip,18.25,-2.5,-0.136986301369863,-50.0
2008-08-15,-1,2008-08-15 09:50:00,2008-08-15 10:20:00,2008-08-15 11:05:00,2008-08-15 11:10:00,4581.5,4588.75,2008-08-15 11:35:00,4586.25,thesis_flip,7.25,-5.5,-0.7586206896551724,-110.0
2008-08-19,-1,2008-08-19 09:45:00,2008-08-19 10:10:00,2008-08-19 10:50:00,2008-08-19 10:55:00,4533.5,4545.0,2008-08-19 11:30:00,4538.25,thesis_flip,11.5,-5.5,-0.4782608695652174,-110.0
2008-08-20,-1,2008-08-20 09:45:00,2008-08-20 10:05:00,2008-08-20 10:25:00,2008-08-20 10:30:00,4527.5,4536.75,2008-08-20 10:35:00,4536.75,stop,9.25,-10.0,-1.0810810810810811,-200.0
2008-08-22,1,2008-08-22 09:45:00,2008-08-22 09:55:00,2008-08-22 10:15:00,2008-08-22 10:20:00,4546.5,4537.0,2008-08-22 10:55:00,4543.0,thesis_flip,9.5,-4.25,-0.4473684210526316,-85.0
2008-08-29,-1,2008-08-29 10:00:00,2008-08-29 10:45:00,2008-08-29 11:20:00,2008-08-29 11:25:00,4489.75,4506.5,2008-08-29 12:20:00,4485.0,thesis_flip,16.75,4.0,0.23880597014925373,80.0
2008-09-08,-1,2008-09-08 09:50:00,2008-09-08 10:30:00,2008-09-08 10:50:00,2008-09-08 10:55:00,4381.75,4398.25,2008-09-08 11:15:00,4380.25,thesis_flip,16.5,0.75,0.045454545454545456,15.0
2008-09-16,1,2008-09-16 10:00:00,2008-09-16 10:35:00,2008-09-16 10:50:00,2008-09-16 10:55:00,4343.5,4327.0,2008-09-16 11:25:00,4332.0,thesis_flip,16.5,-12.25,-0.7424242424242424,-245.0
2008-09-18,-1,2008-09-18 09:45:00,2008-09-18 10:20:00,2008-09-18 10:40:00,2008-09-18 10:45:00,4278.75,4306.0,2008-09-18 11:35:00,4265.5,thesis_flip,27.25,12.5,0.45871559633027525,250.0
2008-09-25,1,2008-09-25 10:05:00,2008-09-25 10:40:00,2008-09-25 11:25:00,2008-09-25 11:30:00,4322.25,4310.25,2008-09-25 12:05:00,4318.25,thesis_flip,12.0,-4.75,-0.3958333333333333,-95.0
2008-09-30,1,2008-09-30 10:20:00,2008-09-30 10:50:00,2008-09-30 11:30:00,2008-09-30 11:35:00,4188.0,4173.0,2008-09-30 12:15:00,4185.25,thesis_flip,15.0,-3.5,-0.23333333333333334,-70.0
2008-10-03,1,2008-10-03 10:30:00,2008-10-03 10:55:00,2008-10-03 11:30:00,2008-10-03 11:35:00,4174.0,4158.75,2008-10-03 11:50:00,4168.25,thesis_flip,15.25,-6.5,-0.4262295081967213,-130.0
2008-10-07,-1,2008-10-07 09:50:00,2008-10-07 10:45:00,2008-10-07 11:20:00,2008-10-07 11:25:00,4023.75,4051.5,2008-10-07 11:45:00,4034.0,thesis_flip,27.75,-11.0,-0.3963963963963964,-220.0
2008-10-08,1,2008-10-08 10:00:00,2008-10-08 10:25:00,2008-10-08 11:15:00,2008-10-08 11:20:00,3971.75,3945.75,2008-10-08 11:40:00,3967.5,thesis_flip,26.0,-5.0,-0.19230769230769232,-100.0
2008-10-09,-1,2008-10-09 10:25:00,2008-10-09 10:45:00,2008-10-09 11:00:00,2008-10-09 11:05:00,3950.25,3978.75,2008-10-09 11:20:00,3971.25,thesis_flip,28.5,-21.75,-0.7631578947368421,-435.0
2008-10-14,-1,2008-10-14 09:45:00,2008-10-14 10:15:00,2008-10-14 10:35:00,2008-10-14 10:40:00,4029.25,4065.5,2008-10-14 11:00:00,4030.0,thesis_flip,36.25,-1.5,-0.041379310344827586,-30.0
2008-10-17,1,2008-10-17 09:55:00,2008-10-17 10:20:00,2008-10-17 10:40:00,2008-10-17 10:45:00,3942.0,3920.75,2008-10-17 11:20:00,3950.25,thesis_flip,21.25,7.5,0.35294117647058826,150.0
2008-10-20,-1,2008-10-20 10:20:00,2008-10-20 10:35:00,2008-10-20 10:40:00,2008-10-20 10:45:00,3935.75,3947.5,2008-10-20 11:25:00,3927.0,thesis_flip,11.75,8.0,0.6808510638297872,160.0
2008-10-24,1,2008-10-24 09:50:00,2008-10-24 10:00:00,2008-10-24 10:50:00,2008-10-24 10:55:00,3819.25,3797.75,2008-10-24 11:15:00,3814.5,thesis_flip,21.5,-5.5,-0.2558139534883721,-110.0
2008-10-30,-1,2008-10-30 10:15:00,2008-10-30 10:45:00,2008-10-30 11:15:00,2008-10-30 11:20:00,3944.75,3956.0,2008-10-30 12:05:00,3939.25,thesis_flip,11.25,4.75,0.4222222222222222,95.0
2008-10-31,1,2008-10-31 10:00:00,2008-10-31 10:20:00,2008-10-31 11:00:00,2008-10-31 11:05:00,3955.25,3942.5,2008-10-31 12:10:00,3958.0,thesis_flip,12.75,2.0,0.1568627450980392,40.0
2008-11-10,-1,2008-11-10 10:00:00,2008-11-10 10:20:00,2008-11-10 10:45:00,2008-11-10 10:50:00,3900.5,3909.0,2008-11-10 11:30:00,3897.0,thesis_flip,8.5,2.75,0.3235294117647059,55.0
2008-11-11,-1,2008-11-11 09:45:00,2008-11-11 10:45:00,2008-11-11 11:00:00,2008-11-11 11:05:00,3835.75,3846.75,2008-11-11 11:25:00,3840.5,thesis_flip,11.0,-5.5,-0.5,-110.0
2008-11-13,-1,2008-11-13 09:45:00,2008-11-13 10:35:00,2008-11-13 10:40:00,2008-11-13 10:45:00,3789.0,3801.75,2008-11-13 11:30:00,3782.75,thesis_flip,12.75,5.5,0.43137254901960786,110.0
2008-11-14,-1,2008-11-14 10:05:00,2008-11-14 10:20:00,2008-11-14 11:00:00,2008-11-14 11:05:00,3810.75,3829.25,2008-11-14 11:20:00,3821.0,thesis_flip,18.5,-11.0,-0.5945945945945946,-220.0
2008-11-18,-1,2008-11-18 10:00:00,2008-11-18 10:35:00,2008-11-18 10:40:00,2008-11-18 10:45:00,3781.5,3791.25,2008-11-18 11:35:00,3779.75,thesis_flip,9.75,1.0,0.10256410256410256,20.0
2008-11-25,-1,2008-11-25 09:50:00,2008-11-25 10:05:00,2008-11-25 10:20:00,2008-11-25 10:25:00,3761.0,3776.0,2008-11-25 11:20:00,3752.75,thesis_flip,15.0,7.5,0.5,150.0
2008-11-26,1,2008-11-26 09:45:00,2008-11-26 10:10:00,2008-11-26 10:15:00,2008-11-26 10:20:00,3781.5,3765.25,2008-11-26 12:05:00,3793.25,thesis_flip,16.25,11.0,0.676923076923077,220.0
2008-11-27,1,2008-11-27 10:00:00,2008-11-27 10:30:00,2008-11-27 11:15:00,2008-11-27 11:20:00,3815.75,3810.75,2008-11-27 11:25:00,3818.5,close,5.0,2.0,0.4,40.0
2008-11-28,-1,2008-11-28 09:50:00,2008-11-28 10:15:00,2008-11-28 10:35:00,2008-11-28 10:40:00,3797.5,3804.75,2008-11-28 11:30:00,3803.0,thesis_flip,7.25,-6.25,-0.8620689655172413,-125.0
2008-12-02,1,2008-12-02 10:10:00,2008-12-02 10:25:00,2008-12-02 10:35:00,2008-12-02 10:40:00,3742.25,3732.75,2008-12-02 11:15:00,3740.0,thesis_flip,9.5,-3.0,-0.3157894736842105,-60.0
2008-12-03,1,2008-12-03 10:00:00,2008-12-03 10:15:00,2008-12-03 10:25:00,2008-12-03 10:30:00,3753.75,3737.75,2008-12-03 11:30:00,3771.5,thesis_flip,16.0,17.0,1.0625,340.0
2008-12-04,1,2008-12-04 10:00:00,2008-12-04 10:45:00,2008-12-04 10:55:00,2008-12-04 11:00:00,3791.75,3771.5,2008-12-04 11:40:00,3781.75,thesis_flip,20.25,-10.75,-0.5308641975308642,-215.0
2008-12-05,-1,2008-12-05 09:45:00,2008-12-05 10:25:00,2008-12-05 10:40:00,2008-12-05 10:45:00,3722.5,3740.5,2008-12-05 11:00:00,3732.5,thesis_flip,18.0,-10.75,-0.5972222222222222,-215.0
2008-12-08,1,2008-12-08 10:05:00,2008-12-08 10:25:00,2008-12-08 10:40:00,2008-12-08 10:45:00,3848.25,3826.75,2008-12-08 11:00:00,3841.0,thesis_flip,21.5,-8.0,-0.37209302325581395,-160.0
2008-12-10,1,2008-12-10 10:15:00,2008-12-10 11:00:00,2008-12-10 11:10:00,2008-12-10 11:15:00,3850.25,3839.5,2008-12-10 12:25:00,3852.25,thesis_flip,10.75,1.25,0.11627906976744186,25.0
2008-12-19,1,2008-12-19 10:10:00,2008-12-19 10:30:00,2008-12-19 10:40:00,2008-12-19 10:45:00,3859.25,3852.25,2008-12-19 11:00:00,3854.75,thesis_flip,7.0,-5.25,-0.75,-105.0
2008-12-22,-1,2008-12-22 10:00:00,2008-12-22 11:00:00,2008-12-22 11:20:00,2008-12-22 11:25:00,3818.0,3826.0,2008-12-22 11:55:00,3812.25,thesis_flip,8.0,5.0,0.625,100.0
2008-12-29,-1,2008-12-29 09:45:00,2008-12-29 10:45:00,2008-12-29 11:05:00,2008-12-29 11:10:00,3783.5,3808.25,2008-12-29 11:35:00,3788.0,thesis_flip,24.75,-5.25,-0.21212121212121213,-105.0
2008-12-31,1,2008-12-31 10:00:00,2008-12-31 10:55:00,2008-12-31 11:15:00,2008-12-31 11:20:00,3837.0,3832.5,2008-12-31 11:45:00,3838.5,thesis_flip,4.5,0.75,0.16666666666666666,15.0
2009-01-12,-1,2009-01-12 10:20:00,2009-01-12 10:50:00,2009-01-12 11:10:00,2009-01-12 11:15:00,3829.0,3835.25,2009-01-12 12:15:00,3823.5,thesis_flip,6.25,4.75,0.76,95.0
2009-01-13,1,2009-01-13 09:45:00,2009-01-13 10:25:00,2009-01-13 10:45:00,2009-01-13 10:50:00,3829.75,3824.25,2009-01-13 11:20:00,3827.75,thesis_flip,5.5,-2.75,-0.5,-55.0
2009-01-15,-1,2009-01-15 09:45:00,2009-01-15 10:20:00,2009-01-15 11:15:00,2009-01-15 11:20:00,3767.0,3777.25,2009-01-15 11:35:00,3773.5,thesis_flip,10.25,-7.25,-0.7073170731707317,-145.0
2009-01-16,-1,2009-01-16 10:15:00,2009-01-16 10:40:00,2009-01-16 11:05:00,2009-01-16 11:10:00,3805.75,3815.75,2009-01-16 11:25:00,3808.25,thesis_flip,10.0,-3.25,-0.325,-65.0
2009-01-19,-1,2009-01-19 09:45:00,2009-01-19 10:20:00,2009-01-19 10:25:00,2009-01-19 10:30:00,3807.0,3815.5,2009-01-19 10:50:00,3807.5,thesis_flip,8.5,-1.25,-0.14705882352941177,-25.0
2009-01-22,1,2009-01-22 10:15:00,2009-01-22 10:40:00,2009-01-22 11:10:00,2009-01-22 11:15:00,3779.75,3774.5,2009-01-22 11:35:00,3774.5,stop,5.25,-6.0,-1.1428571428571428,-120.0
2009-01-23,1,2009-01-23 09:50:00,2009-01-23 10:25:00,2009-01-23 11:00:00,2009-01-23 11:05:00,3786.25,3773.75,2009-01-23 12:00:00,3785.25,thesis_flip,12.5,-1.75,-0.14,-35.0
2009-01-30,-1,2009-01-30 09:45:00,2009-01-30 10:15:00,2009-01-30 10:25:00,2009-01-30 10:30:00,3810.0,3831.25,2009-01-30 10:45:00,3811.25,thesis_flip,21.25,-2.0,-0.09411764705882353,-40.0
2009-02-11,-1,2009-02-11 10:05:00,2009-02-11 10:20:00,2009-02-11 10:25:00,2009-02-11 10:30:00,3842.5,3851.75,2009-02-11 10:45:00,3843.25,thesis_flip,9.25,-1.5,-0.16216216216216217,-30.0
2009-02-12,1,2009-02-12 10:20:00,2009-02-12 10:30:00,2009-02-12 10:45:00,2009-02-12 10:50:00,3844.25,3834.25,2009-02-12 11:20:00,3837.75,thesis_flip,10.0,-7.25,-0.725,-145.0
2009-02-17,-1,2009-02-17 09:45:00,2009-02-17 10:20:00,2009-02-17 11:30:00,2009-02-17 11:35:00,3809.25,3820.75,2009-02-17 12:05:00,3811.0,thesis_flip,11.5,-2.5,-0.21739130434782608,-50.0
2009-02-20,1,2009-02-20 09:45:00,2009-02-20 10:10:00,2009-02-20 11:25:00,2009-02-20 11:30:00,3787.25,3781.75,2009-02-20 12:45:00,3785.75,thesis_flip,5.5,-2.25,-0.4090909090909091,-45.0
2009-02-23,-1,2009-02-23 09:45:00,2009-02-23 10:15:00,2009-02-23 10:30:00,2009-02-23 10:35:00,3776.0,3787.5,2009-02-23 10:50:00,3777.75,thesis_flip,11.5,-2.5,-0.21739130434782608,-50.0
2009-03-03,-1,2009-03-03 10:10:00,2009-03-03 10:35:00,2009-03-03 11:00:00,2009-03-03 11:05:00,3700.5,3712.25,2009-03-03 12:05:00,3701.25,thesis_flip,11.75,-1.5,-0.1276595744680851,-30.0
2009-03-10,1,2009-03-10 09:45:00,2009-03-10 10:20:00,2009-03-10 10:45:00,2009-03-10 10:50:00,3716.0,3697.75,2009-03-10 11:05:00,3709.5,thesis_flip,18.25,-7.25,-0.3972602739726027,-145.0
